event_id,timestamp,source_ip,destination_ip,protocol,attack_type,attack_category,confidence,risk_level,status,priority_score
E-05113,2026-06-03 01:13:20,192.168.1.112,10.0.0.22,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-08628,2026-06-03 01:13:12,192.168.1.127,10.0.0.37,TCP,Reconnaissance,탐색형 공격,0.9416,Medium,관찰 필요,84
E-05296,2026-06-03 01:13:10,192.168.1.195,10.0.0.55,TCP,Reconnaissance,탐색형 공격,0.9929,Medium,관찰 필요,84
E-07898,2026-06-03 01:12:40,192.168.1.197,10.0.0.57,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-08646,2026-06-03 01:12:11,192.168.1.145,10.0.0.55,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-06445,2026-06-03 01:11:52,192.168.1.144,10.0.0.54,TCP,Reconnaissance,탐색형 공격,0.9914,Medium,관찰 필요,84
E-05939,2026-06-03 01:10:59,192.168.1.138,10.0.0.48,TCP,Benign,정상 트래픽,0.8266,Low,정상,5
E-06354,2026-06-03 01:10:13,192.168.1.153,10.0.0.13,TCP,Benign,정상 트래픽,0.8387,Low,정상,5
E-07094,2026-06-03 01:10:03,192.168.1.193,10.0.0.53,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-05780,2026-06-03 01:08:55,192.168.1.179,10.0.0.39,TCP,Scanning,탐색형 공격,0.9915,Medium,관찰 필요,84
E-08669,2026-06-03 01:07:46,192.168.1.168,10.0.0.28,TCP,Benign,정상 트래픽,0.9486,Low,정상,5
E-08991,2026-06-03 01:07:33,192.168.1.190,10.0.0.50,TCP,XSS,웹 공격,0.9603,High,확인 필요,96
E-06946,2026-06-03 01:07:09,192.168.1.145,10.0.0.55,TCP,Benign,정상 트래픽,0.9031,Low,정상,5
E-09737,2026-06-03 01:07:08,192.168.1.136,10.0.0.46,TCP,Benign,정상 트래픽,0.9225,Low,정상,5
E-09811,2026-06-03 01:07:05,192.168.1.110,10.0.0.20,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-07338,2026-06-03 01:07:02,192.168.1.137,10.0.0.47,TCP,Injection,웹 공격,0.9779,High,확인 필요,98
E-09936,2026-06-03 01:07:00,192.168.1.135,10.0.0.45,TCP,Reconnaissance,탐색형 공격,0.8922,Medium,관찰 필요,84
E-05436,2026-06-03 01:06:47,192.168.1.135,10.0.0.45,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-07066,2026-06-03 01:06:39,192.168.1.165,10.0.0.25,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-05297,2026-06-03 01:06:30,192.168.1.196,10.0.0.56,TCP,Injection,웹 공격,0.9751,High,확인 필요,98
E-09842,2026-06-03 01:06:08,192.168.1.141,10.0.0.51,TCP,Reconnaissance,탐색형 공격,0.9903,Medium,관찰 필요,84
E-09178,2026-06-03 01:04:59,192.168.1.177,10.0.0.37,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-09824,2026-06-03 01:04:25,192.168.1.123,10.0.0.33,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-06380,2026-06-03 01:04:09,192.168.1.179,10.0.0.39,TCP,Scanning,탐색형 공격,0.9975,Medium,관찰 필요,84
E-06765,2026-06-03 01:03:48,192.168.1.164,10.0.0.24,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-08355,2026-06-03 01:03:30,192.168.1.154,10.0.0.14,TCP,Scanning,탐색형 공격,0.9734,Medium,관찰 필요,84
E-09086,2026-06-03 01:03:28,192.168.1.185,10.0.0.45,TCP,Benign,정상 트래픽,0.6733,Low,정상,5
E-09631,2026-06-03 01:03:07,192.168.1.130,10.0.0.40,TCP,Password,인증 공격,0.996,High,확인 필요,100
E-06502,2026-06-03 01:02:35,192.168.1.101,10.0.0.11,TCP,Reconnaissance,탐색형 공격,0.9886,Medium,관찰 필요,84
E-08602,2026-06-03 01:02:26,192.168.1.101,10.0.0.11,TCP,Injection,웹 공격,0.9627,High,확인 필요,96
E-09918,2026-06-03 01:02:14,192.168.1.117,10.0.0.27,TCP,Reconnaissance,탐색형 공격,0.9715,Medium,관찰 필요,84
E-05666,2026-06-03 01:01:53,192.168.1.165,10.0.0.25,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-08196,2026-06-03 01:01:31,192.168.1.195,10.0.0.55,TCP,Reconnaissance,탐색형 공격,0.9925,Medium,관찰 필요,84
E-05115,2026-06-03 01:01:29,192.168.1.114,10.0.0.24,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-08644,2026-06-03 01:01:24,192.168.1.143,10.0.0.53,TCP,XSS,웹 공격,0.9997,High,확인 필요,100
E-08345,2026-06-03 01:00:51,192.168.1.144,10.0.0.54,TCP,Reconnaissance,탐색형 공격,0.9485,Medium,관찰 필요,84
E-09607,2026-06-03 01:00:34,192.168.1.106,10.0.0.16,TCP,Scanning,탐색형 공격,0.9884,Medium,관찰 필요,84
E-08191,2026-06-03 01:00:17,192.168.1.190,10.0.0.50,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-06656,2026-06-03 01:00:13,192.168.1.155,10.0.0.15,TCP,Scanning,탐색형 공격,0.9834,Medium,관찰 필요,84
E-09245,2026-06-03 01:00:06,192.168.1.144,10.0.0.54,TCP,Reconnaissance,탐색형 공격,0.9605,Medium,관찰 필요,84
E-08764,2026-06-03 00:59:53,192.168.1.163,10.0.0.23,TCP,Scanning,탐색형 공격,0.9973,Medium,관찰 필요,84
E-08956,2026-06-03 00:58:41,192.168.1.155,10.0.0.15,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-09821,2026-06-03 00:57:38,192.168.1.120,10.0.0.30,TCP,Scanning,탐색형 공격,0.9821,Medium,관찰 필요,84
E-06112,2026-06-03 00:57:31,192.168.1.111,10.0.0.21,TCP,Reconnaissance,탐색형 공격,0.9904,Medium,관찰 필요,84
E-08590,2026-06-03 00:57:22,192.168.1.189,10.0.0.49,TCP,XSS,웹 공격,0.9988,High,확인 필요,100
E-05541,2026-06-03 00:57:05,192.168.1.140,10.0.0.50,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-05132,2026-06-03 00:57:03,192.168.1.131,10.0.0.41,TCP,Scanning,탐색형 공격,0.997,Medium,관찰 필요,84
E-07297,2026-06-03 00:56:56,192.168.1.196,10.0.0.56,TCP,XSS,웹 공격,0.9432,High,확인 필요,94
E-05741,2026-06-03 00:56:54,192.168.1.140,10.0.0.50,TCP,Reconnaissance,탐색형 공격,0.9951,Medium,관찰 필요,84
E-08291,2026-06-03 00:56:30,192.168.1.190,10.0.0.50,TCP,Benign,정상 트래픽,0.9325,Low,정상,5
E-07411,2026-06-03 00:56:26,192.168.1.110,10.0.0.20,TCP,Reconnaissance,탐색형 공격,0.9263,Medium,관찰 필요,84
E-09617,2026-06-03 00:56:23,192.168.1.116,10.0.0.26,TCP,XSS,웹 공격,0.9999,High,확인 필요,100
E-06748,2026-06-03 00:55:38,192.168.1.147,10.0.0.57,TCP,Reconnaissance,탐색형 공격,0.9948,Medium,관찰 필요,84
E-06094,2026-06-03 00:55:28,192.168.1.193,10.0.0.53,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-09534,2026-06-03 00:55:27,192.168.1.133,10.0.0.43,TCP,XSS,웹 공격,0.9594,High,확인 필요,96
E-09799,2026-06-03 00:55:20,192.168.1.198,10.0.0.58,TCP,XSS,웹 공격,0.9468,High,확인 필요,95
E-09377,2026-06-03 00:55:13,192.168.1.176,10.0.0.36,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-06283,2026-06-03 00:54:14,192.168.1.182,10.0.0.42,TCP,Benign,정상 트래픽,0.9852,Low,정상,5
E-05179,2026-06-03 00:53:55,192.168.1.178,10.0.0.38,TCP,Reconnaissance,탐색형 공격,0.9962,Medium,관찰 필요,84
E-05707,2026-06-03 00:53:45,192.168.1.106,10.0.0.16,TCP,Scanning,탐색형 공격,0.9962,Medium,관찰 필요,84
E-05124,2026-06-03 00:53:31,192.168.1.123,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.9966,Medium,관찰 필요,84
E-05663,2026-06-03 00:53:30,192.168.1.162,10.0.0.22,TCP,XSS,웹 공격,0.9632,High,확인 필요,96
E-05058,2026-06-03 00:53:18,192.168.1.157,10.0.0.17,TCP,Benign,정상 트래픽,0.9518,Low,정상,5
E-05109,2026-06-03 00:53:07,192.168.1.108,10.0.0.18,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-05209,2026-06-03 00:52:21,192.168.1.108,10.0.0.18,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-07271,2026-06-03 00:52:15,192.168.1.170,10.0.0.30,TCP,Reconnaissance,탐색형 공격,0.9746,Medium,관찰 필요,84
E-09303,2026-06-03 00:50:50,192.168.1.102,10.0.0.12,TCP,XSS,웹 공격,0.9999,High,확인 필요,100
E-09513,2026-06-03 00:50:28,192.168.1.112,10.0.0.22,TCP,Injection,웹 공격,0.9996,High,확인 필요,100
E-08078,2026-06-03 00:50:12,192.168.1.177,10.0.0.37,TCP,Reconnaissance,탐색형 공격,0.9386,Medium,관찰 필요,84
E-09731,2026-06-03 00:50:10,192.168.1.130,10.0.0.40,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-07128,2026-06-03 00:50:01,192.168.1.127,10.0.0.37,TCP,Scanning,탐색형 공격,0.9565,Medium,관찰 필요,84
E-08972,2026-06-03 00:49:54,192.168.1.171,10.0.0.31,TCP,Reconnaissance,탐색형 공격,0.9905,Medium,관찰 필요,84
E-09282,2026-06-03 00:49:46,192.168.1.181,10.0.0.41,TCP,Injection,웹 공격,0.9569,High,확인 필요,96
E-07389,2026-06-03 00:49:27,192.168.1.188,10.0.0.48,TCP,Benign,정상 트래픽,0.9931,Low,정상,5
E-07676,2026-06-03 00:48:41,192.168.1.175,10.0.0.35,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-05679,2026-06-03 00:48:31,192.168.1.178,10.0.0.38,TCP,Reconnaissance,탐색형 공격,0.9955,Medium,관찰 필요,84
E-09352,2026-06-03 00:48:26,192.168.1.151,10.0.0.11,TCP,Password,인증 공격,0.8452,High,확인 필요,85
E-05384,2026-06-03 00:48:25,192.168.1.183,10.0.0.43,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-08419,2026-06-03 00:48:19,192.168.1.118,10.0.0.28,TCP,Scanning,탐색형 공격,0.9987,Medium,관찰 필요,84
E-09250,2026-06-03 00:47:31,192.168.1.149,10.0.0.59,TCP,Password,인증 공격,0.9998,High,확인 필요,100
E-05138,2026-06-03 00:47:15,192.168.1.137,10.0.0.47,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-07496,2026-06-03 00:47:14,192.168.1.195,10.0.0.55,TCP,Reconnaissance,탐색형 공격,0.9658,Medium,관찰 필요,84
E-08331,2026-06-03 00:46:59,192.168.1.130,10.0.0.40,TCP,Injection,웹 공격,0.9984,High,확인 필요,100
E-07580,2026-06-03 00:46:40,192.168.1.179,10.0.0.39,TCP,Scanning,탐색형 공격,0.9733,Medium,관찰 필요,84
E-07183,2026-06-03 00:46:40,192.168.1.182,10.0.0.42,TCP,Benign,정상 트래픽,0.7017,Low,정상,5
E-05156,2026-06-03 00:46:29,192.168.1.155,10.0.0.15,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-08134,2026-06-03 00:46:22,192.168.1.133,10.0.0.43,TCP,Reconnaissance,탐색형 공격,0.9955,Medium,관찰 필요,84
E-07908,2026-06-03 00:46:19,192.168.1.107,10.0.0.17,TCP,Password,인증 공격,0.9992,High,확인 필요,100
E-07275,2026-06-03 00:46:16,192.168.1.174,10.0.0.34,TCP,Scanning,탐색형 공격,0.9984,Medium,관찰 필요,84
E-07391,2026-06-03 00:45:58,192.168.1.190,10.0.0.50,TCP,Injection,웹 공격,0.9493,High,확인 필요,95
E-07945,2026-06-03 00:45:57,192.168.1.144,10.0.0.54,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-07667,2026-06-03 00:45:38,192.168.1.166,10.0.0.26,TCP,Scanning,탐색형 공격,0.9948,Medium,관찰 필요,84
E-08983,2026-06-03 00:45:27,192.168.1.182,10.0.0.42,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-05103,2026-06-03 00:44:25,192.168.1.102,10.0.0.12,TCP,Injection,웹 공격,0.9414,High,확인 필요,94
E-08569,2026-06-03 00:44:03,192.168.1.168,10.0.0.28,TCP,Reconnaissance,탐색형 공격,0.9609,Medium,관찰 필요,84
E-08940,2026-06-03 00:43:56,192.168.1.139,10.0.0.49,TCP,Scanning,탐색형 공격,0.9927,Medium,관찰 필요,84
E-08947,2026-06-03 00:43:31,192.168.1.146,10.0.0.56,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-07303,2026-06-03 00:43:00,192.168.1.102,10.0.0.12,TCP,Reconnaissance,탐색형 공격,0.9955,Medium,관찰 필요,84
E-07053,2026-06-03 00:42:23,192.168.1.152,10.0.0.12,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-08087,2026-06-03 00:42:15,192.168.1.186,10.0.0.46,TCP,Reconnaissance,탐색형 공격,0.9604,Medium,관찰 필요,84
E-07478,2026-06-03 00:40:58,192.168.1.177,10.0.0.37,TCP,Benign,정상 트래픽,0.9333,Low,정상,5
E-06471,2026-06-03 00:40:52,192.168.1.170,10.0.0.30,TCP,Injection,웹 공격,0.9814,High,확인 필요,98
E-05660,2026-06-03 00:40:36,192.168.1.159,10.0.0.19,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-08731,2026-06-03 00:40:24,192.168.1.130,10.0.0.40,TCP,XSS,웹 공격,0.9445,High,확인 필요,94
E-07789,2026-06-03 00:40:12,192.168.1.188,10.0.0.48,TCP,Benign,정상 트래픽,0.9999,Low,정상,5
E-08927,2026-06-03 00:40:08,192.168.1.126,10.0.0.36,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-09981,2026-06-03 00:39:56,192.168.1.180,10.0.0.40,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-07636,2026-06-03 00:39:29,192.168.1.135,10.0.0.45,TCP,Injection,웹 공격,0.9633,High,확인 필요,96
E-07705,2026-06-03 00:39:28,192.168.1.104,10.0.0.14,TCP,Benign,정상 트래픽,0.8931,Low,정상,5
E-09221,2026-06-03 00:39:18,192.168.1.120,10.0.0.30,TCP,Scanning,탐색형 공격,0.8412,Medium,관찰 필요,84
E-07726,2026-06-03 00:38:55,192.168.1.125,10.0.0.35,TCP,Benign,정상 트래픽,0.8805,Low,정상,5
E-07889,2026-06-03 00:38:53,192.168.1.188,10.0.0.48,TCP,Injection,웹 공격,0.9996,High,확인 필요,100
E-08438,2026-06-03 00:38:14,192.168.1.137,10.0.0.47,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-09896,2026-06-03 00:38:06,192.168.1.195,10.0.0.55,TCP,XSS,웹 공격,0.945,High,확인 필요,94
E-09829,2026-06-03 00:37:12,192.168.1.128,10.0.0.38,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-07690,2026-06-03 00:36:52,192.168.1.189,10.0.0.49,TCP,Reconnaissance,탐색형 공격,0.9378,Medium,관찰 필요,84
E-09060,2026-06-03 00:36:28,192.168.1.159,10.0.0.19,TCP,XSS,웹 공격,0.9502,High,확인 필요,95
E-06172,2026-06-03 00:35:37,192.168.1.171,10.0.0.31,TCP,Reconnaissance,탐색형 공격,0.9532,Medium,관찰 필요,84
E-06670,2026-06-03 00:35:29,192.168.1.169,10.0.0.29,TCP,Benign,정상 트래픽,0.9996,Low,정상,5
E-06975,2026-06-03 00:35:13,192.168.1.174,10.0.0.34,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-06410,2026-06-03 00:34:55,192.168.1.109,10.0.0.19,TCP,Password,인증 공격,0.9968,High,확인 필요,100
E-09793,2026-06-03 00:33:46,192.168.1.192,10.0.0.52,TCP,Reconnaissance,탐색형 공격,0.9482,Medium,관찰 필요,84
E-05236,2026-06-03 00:33:33,192.168.1.135,10.0.0.45,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-08396,2026-06-03 00:33:18,192.168.1.195,10.0.0.55,TCP,Injection,웹 공격,0.9568,High,확인 필요,96
E-09524,2026-06-03 00:33:14,192.168.1.123,10.0.0.33,TCP,Injection,웹 공격,0.9606,High,확인 필요,96
E-08676,2026-06-03 00:33:06,192.168.1.175,10.0.0.35,TCP,Reconnaissance,탐색형 공격,0.9828,Medium,관찰 필요,84
E-05084,2026-06-03 00:32:58,192.168.1.183,10.0.0.43,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-07592,2026-06-03 00:32:57,192.168.1.191,10.0.0.51,TCP,Reconnaissance,탐색형 공격,0.9071,Medium,관찰 필요,84
E-05750,2026-06-03 00:32:29,192.168.1.149,10.0.0.59,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-05337,2026-06-03 00:32:14,192.168.1.136,10.0.0.46,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-07781,2026-06-03 00:31:30,192.168.1.180,10.0.0.40,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-05440,2026-06-03 00:31:29,192.168.1.139,10.0.0.49,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-05784,2026-06-03 00:31:20,192.168.1.183,10.0.0.43,TCP,Reconnaissance,탐색형 공격,0.9955,Medium,관찰 필요,84
E-05972,2026-06-03 00:31:02,192.168.1.171,10.0.0.31,TCP,XSS,웹 공격,0.9986,High,확인 필요,100
E-07678,2026-06-03 00:31:00,192.168.1.177,10.0.0.37,TCP,Reconnaissance,탐색형 공격,0.9547,Medium,관찰 필요,84
E-08815,2026-06-03 00:30:54,192.168.1.114,10.0.0.24,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-09863,2026-06-03 00:30:23,192.168.1.162,10.0.0.22,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-05509,2026-06-03 00:30:13,192.168.1.108,10.0.0.18,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-09098,2026-06-03 00:30:05,192.168.1.197,10.0.0.57,TCP,Benign,정상 트래픽,0.8744,Low,정상,5
E-09210,2026-06-03 00:28:08,192.168.1.109,10.0.0.19,TCP,Benign,정상 트래픽,0.9999,Low,정상,5
E-08094,2026-06-03 00:28:05,192.168.1.193,10.0.0.53,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-09058,2026-06-03 00:27:27,192.168.1.157,10.0.0.17,TCP,Benign,정상 트래픽,0.8786,Low,정상,5
E-08293,2026-06-03 00:26:12,192.168.1.192,10.0.0.52,TCP,Scanning,탐색형 공격,0.999,Medium,관찰 필요,84
E-06829,2026-06-03 00:25:56,192.168.1.128,10.0.0.38,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-05581,2026-06-03 00:25:47,192.168.1.180,10.0.0.40,TCP,Injection,웹 공격,0.9366,High,확인 필요,94
E-07500,2026-06-03 00:25:25,192.168.1.199,10.0.0.59,TCP,Reconnaissance,탐색형 공격,0.9894,Medium,관찰 필요,84
E-09024,2026-06-03 00:25:21,192.168.1.123,10.0.0.33,TCP,Injection,웹 공격,0.9445,High,확인 필요,94
E-05351,2026-06-03 00:24:07,192.168.1.150,10.0.0.10,TCP,Injection,웹 공격,0.9441,High,확인 필요,94
E-08169,2026-06-03 00:24:04,192.168.1.168,10.0.0.28,TCP,Benign,정상 트래픽,0.9783,Low,정상,5
E-08372,2026-06-03 00:23:46,192.168.1.171,10.0.0.31,TCP,Injection,웹 공격,0.9356,High,확인 필요,94
E-06698,2026-06-03 00:23:33,192.168.1.197,10.0.0.57,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-07285,2026-06-03 00:23:26,192.168.1.184,10.0.0.44,TCP,Reconnaissance,탐색형 공격,0.9942,Medium,관찰 필요,84
E-09814,2026-06-03 00:23:18,192.168.1.113,10.0.0.23,TCP,Password,인증 공격,0.9365,High,확인 필요,94
E-06418,2026-06-03 00:23:13,192.168.1.117,10.0.0.27,TCP,Reconnaissance,탐색형 공격,0.9533,Medium,관찰 필요,84
E-08476,2026-06-03 00:22:32,192.168.1.175,10.0.0.35,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-06857,2026-06-03 00:22:19,192.168.1.156,10.0.0.16,TCP,Reconnaissance,탐색형 공격,0.9919,Medium,관찰 필요,84
E-06302,2026-06-03 00:22:09,192.168.1.101,10.0.0.11,TCP,XSS,웹 공격,0.9998,High,확인 필요,100
E-05779,2026-06-03 00:22:09,192.168.1.178,10.0.0.38,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-08109,2026-06-03 00:21:30,192.168.1.108,10.0.0.18,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-05229,2026-06-03 00:21:21,192.168.1.128,10.0.0.38,TCP,Reconnaissance,탐색형 공격,0.9718,Medium,관찰 필요,84
E-08789,2026-06-03 00:21:16,192.168.1.188,10.0.0.48,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-05695,2026-06-03 00:21:12,192.168.1.194,10.0.0.54,TCP,Scanning,탐색형 공격,0.9784,Medium,관찰 필요,84
E-06218,2026-06-03 00:20:51,192.168.1.117,10.0.0.27,TCP,Reconnaissance,탐색형 공격,0.9914,Medium,관찰 필요,84
E-06230,2026-06-03 00:20:04,192.168.1.129,10.0.0.39,TCP,Reconnaissance,탐색형 공격,0.9916,Medium,관찰 필요,84
E-09810,2026-06-03 00:20:02,192.168.1.109,10.0.0.19,TCP,XSS,웹 공격,0.9585,High,확인 필요,96
E-05834,2026-06-03 00:19:59,192.168.1.133,10.0.0.43,TCP,Benign,정상 트래픽,0.948,Low,정상,5
E-06977,2026-06-03 00:19:48,192.168.1.176,10.0.0.36,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-08297,2026-06-03 00:19:27,192.168.1.196,10.0.0.56,TCP,Injection,웹 공격,0.9832,High,확인 필요,98
E-08841,2026-06-03 00:18:44,192.168.1.140,10.0.0.50,TCP,Injection,웹 공격,0.9594,High,확인 필요,96
E-06118,2026-06-03 00:18:35,192.168.1.117,10.0.0.27,TCP,Reconnaissance,탐색형 공격,0.9964,Medium,관찰 필요,84
E-08534,2026-06-03 00:18:31,192.168.1.133,10.0.0.43,TCP,Reconnaissance,탐색형 공격,0.995,Medium,관찰 필요,84
E-07161,2026-06-03 00:18:21,192.168.1.160,10.0.0.20,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-07626,2026-06-03 00:18:17,192.168.1.125,10.0.0.35,TCP,Benign,정상 트래픽,0.9999,Low,정상,5
E-07017,2026-06-03 00:18:11,192.168.1.116,10.0.0.26,TCP,Reconnaissance,탐색형 공격,0.9935,Medium,관찰 필요,84
E-08623,2026-06-03 00:17:56,192.168.1.122,10.0.0.32,TCP,Benign,정상 트래픽,0.9432,Low,정상,5
E-09672,2026-06-03 00:17:27,192.168.1.171,10.0.0.31,TCP,XSS,웹 공격,0.9641,High,확인 필요,96
E-09016,2026-06-03 00:17:04,192.168.1.115,10.0.0.25,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-09921,2026-06-03 00:16:52,192.168.1.120,10.0.0.30,TCP,Reconnaissance,탐색형 공격,0.9959,Medium,관찰 필요,84
E-06482,2026-06-03 00:15:58,192.168.1.181,10.0.0.41,TCP,Benign,정상 트래픽,0.9836,Low,정상,5
E-08086,2026-06-03 00:15:39,192.168.1.185,10.0.0.45,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-09400,2026-06-03 00:14:52,192.168.1.199,10.0.0.59,TCP,Reconnaissance,탐색형 공격,0.9995,Medium,관찰 필요,84
E-07294,2026-06-03 00:14:26,192.168.1.193,10.0.0.53,TCP,Reconnaissance,탐색형 공격,0.9955,Medium,관찰 필요,84
E-07633,2026-06-03 00:13:34,192.168.1.132,10.0.0.42,TCP,Scanning,탐색형 공격,0.9968,Medium,관찰 필요,84
E-09012,2026-06-03 00:13:06,192.168.1.111,10.0.0.21,TCP,XSS,웹 공격,0.8342,High,확인 필요,85
E-07263,2026-06-03 00:12:50,192.168.1.162,10.0.0.22,TCP,Reconnaissance,탐색형 공격,0.9944,Medium,관찰 필요,84
E-05382,2026-06-03 00:12:41,192.168.1.181,10.0.0.41,TCP,Reconnaissance,탐색형 공격,0.9961,Medium,관찰 필요,84
E-08437,2026-06-03 00:12:34,192.168.1.136,10.0.0.46,TCP,Reconnaissance,탐색형 공격,0.9557,Medium,관찰 필요,84
E-06742,2026-06-03 00:12:25,192.168.1.141,10.0.0.51,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-09174,2026-06-03 00:11:50,192.168.1.173,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.9933,Medium,관찰 필요,84
E-08854,2026-06-03 00:11:49,192.168.1.153,10.0.0.13,TCP,Injection,웹 공격,0.9507,High,확인 필요,95
E-08376,2026-06-03 00:11:47,192.168.1.175,10.0.0.35,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-05733,2026-06-03 00:11:22,192.168.1.132,10.0.0.42,TCP,Injection,웹 공격,0.9491,High,확인 필요,95
E-05458,2026-06-03 00:11:19,192.168.1.157,10.0.0.17,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-08896,2026-06-03 00:11:01,192.168.1.195,10.0.0.55,TCP,Injection,웹 공격,0.9969,High,확인 필요,100
E-09241,2026-06-03 00:10:29,192.168.1.140,10.0.0.50,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-07013,2026-06-03 00:10:27,192.168.1.112,10.0.0.22,TCP,XSS,웹 공격,0.9519,High,확인 필요,95
E-06752,2026-06-03 00:09:55,192.168.1.151,10.0.0.11,TCP,Benign,정상 트래픽,0.5584,Low,정상,5
E-07675,2026-06-03 00:09:44,192.168.1.174,10.0.0.34,TCP,Benign,정상 트래픽,0.9406,Low,정상,5
E-06236,2026-06-03 00:09:26,192.168.1.135,10.0.0.45,TCP,Reconnaissance,탐색형 공격,0.9695,Medium,관찰 필요,84
E-07798,2026-06-03 00:09:16,192.168.1.197,10.0.0.57,TCP,Reconnaissance,탐색형 공격,0.9312,Medium,관찰 필요,84
E-09800,2026-06-03 00:09:10,192.168.1.199,10.0.0.59,TCP,Scanning,탐색형 공격,0.9942,Medium,관찰 필요,84
E-09545,2026-06-03 00:09:03,192.168.1.144,10.0.0.54,TCP,Injection,웹 공격,0.7381,High,확인 필요,85
E-08082,2026-06-03 00:07:27,192.168.1.181,10.0.0.41,TCP,Reconnaissance,탐색형 공격,0.9992,Medium,관찰 필요,84
E-09514,2026-06-03 00:07:27,192.168.1.113,10.0.0.23,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-09849,2026-06-03 00:06:32,192.168.1.148,10.0.0.58,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-06928,2026-06-03 00:06:16,192.168.1.127,10.0.0.37,TCP,Scanning,탐색형 공격,0.9731,Medium,관찰 필요,84
E-07966,2026-06-03 00:06:10,192.168.1.165,10.0.0.25,TCP,Benign,정상 트래픽,0.948,Low,정상,5
E-07703,2026-06-03 00:06:04,192.168.1.102,10.0.0.12,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-06041,2026-06-03 00:06:04,192.168.1.140,10.0.0.50,TCP,Reconnaissance,탐색형 공격,0.996,Medium,관찰 필요,84
E-08185,2026-06-03 00:05:39,192.168.1.184,10.0.0.44,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-05199,2026-06-03 00:05:37,192.168.1.198,10.0.0.58,TCP,Benign,정상 트래픽,0.9431,Low,정상,5
E-07971,2026-06-03 00:05:17,192.168.1.170,10.0.0.30,TCP,Scanning,탐색형 공격,0.9941,Medium,관찰 필요,84
